 Time, x,y,z,q_x,q_y_,q_z,q_w,x_dot,y_dot,z_dot 
3511.25,490367,4416170,1642.88,-0.00518086,-7.67E-05,0.0147937,0.999877,0.421007,0,0
3511.34,490367,4416170,1642.88,-0.00497635,-7.40E-05,0.0148618,0.999877,0.431858,0,0
3511.46,490367,4416170,1642.88,-0.00477183,-7.16E-05,0.0149982,0.999876,0.434028,0,0
3511.54,490367,4416170,1642.89,-0.00477182,-0.000071903,0.0150664,0.999875,0.423177,0,0
3511.66,490367,4416170,1642.89,-0.00477182,-7.22E-05,0.0151346,0.999874,0.407986,0,0
3511.74,490367,4416170,1642.89,-0.00497632,-0.000075663,0.0152027,0.999872,0.412326,0,0
3511.86,490367,4416170,1642.89,-0.00524898,-8.09E-05,0.0154072,0.999868,0.424262,0,0
3511.95,490367,4416170,1642.89,-0.00531712,-8.34E-05,0.0156798,0.999863,0.444878,0,0
3512.06,490367,4416170,1642.9,-0.00531709,-8.52E-05,0.0160207,0.999858,0.444878,0,0
3512.14,490367,4416170,1642.9,-0.00524887,-0.000087324,0.0166342,0.999848,0.453559,0,0
3512.26,490367,4416170,1642.9,-0.00504431,-8.74E-05,0.0173158,0.999837,0.450304,0,0
3512.35,490367,4416170,1642.91,-0.00477161,-8.52E-05,0.0178612,0.999829,0.483941,0,0
3512.46,490366,4416170,1642.91,-0.00463524,-8.47E-05,0.0182702,0.999822,0.496962,0,0
3512.54,490366,4416170,1642.91,-0.00490787,-9.10E-05,0.0185428,0.999816,0.479601,0,0
3512.67,490366,4416170,1642.91,-0.00531684,-9.97E-05,0.0187473,0.99981,0.46875,0,0
3512.74,490366,4416170,1642.91,-0.00579397,-0.000109432,0.0188836,0.999805,0.47092,0,0
3512.86,490366,4416170,1642.92,-0.00633926,-0.000120596,0.0190198,0.999799,0.483941,0,0
3512.94,490366,4416170,1642.92,-0.00688453,-0.000132847,0.0192924,0.99979,0.504557,0,0
3513.06,490366,4416170,1642.92,-0.00729347,-0.000142728,0.019565,0.999782,0.511068,0,0
3513.14,490366,4416170,1642.92,-0.00749792,-0.000148774,0.0198376,0.999775,0.538194,0,0
3513.26,490366,4416170,1642.92,-0.007566,-0.000153738,0.0203147,0.999765,0.572917,0,0
3513.34,490366,4416170,1642.92,-0.00777043,-0.000160541,0.0206555,0.999756,0.642361,0,0
3513.46,490366,4416170,1642.92,-0.00763405,-0.000160848,0.0210645,0.999749,0.691189,0,0
3513.55,490366,4416170,1642.92,-0.00722505,-0.000154202,0.0213372,0.999746,0.70855,0,0
3513.67,490366,4416170,1642.92,-0.00681602,-0.000148726,0.0218144,0.999739,0.70421,0,0
3513.75,490366,4416170,1642.92,-0.00633883,-0.000141772,0.0223597,0.99973,0.700955,0,0
3513.87,490366,4416170,1642.92,-0.00552083,-0.000127619,0.0231095,0.999718,0.682509,0,0
3514.06,490366,4416170,1642.92,-0.0042257,-0.000102871,0.0243366,0.999695,0.62283,0,0
3514.14,490366,4416170,1642.91,-0.0036804,-9.19E-05,0.02495,0.999682,0.604384,0,0
3514.26,490365,4416170,1642.91,-0.00306696,-7.80E-05,0.0254272,0.999672,0.567491,0,0
3514.35,490365,4416170,1642.91,-0.00272616,-7.06E-05,0.0259042,0.999661,0.566406,0,0
3514.46,490365,4416170,1642.91,-0.0021809,-5.74E-05,0.0263132,0.999651,0.568576,0,0
3514.55,490365,4416170,1642.92,-0.00136305,-3.65E-05,0.0267903,0.99964,0.582682,0,0
3514.66,490365,4416170,1642.92,-0.000954118,-2.62E-05,0.0274037,0.999624,0.585938,0,0
3514.74,490365,4416170,1642.92,-0.0008178,-2.30E-05,0.0280852,0.999605,0.615234,0,0
3514.86,490365,4416170,1642.92,-0.000340744,-9.78E-06,0.0286985,0.999588,0.62934,0,0
3514.95,490365,4416170,1642.92,0.000340739,9.97E-06,0.0292437,0.999572,0.647786,0,0
3515.06,490365,4416170,1642.92,0.00081776,0.000024371,0.0297889,0.999556,0.623915,0,0
3515.15,490365,4416170,1642.93,0.00170365,5.15E-05,0.0301978,0.999542,0.611979,0,0
3515.26,490365,4416170,1642.93,0.00306655,9.29E-05,0.0302658,0.999537,0.568576,0,0
3515.35,490365,4416170,1642.93,0.00490646,0.000148901,0.0303337,0.999528,0.569661,0,0
3515.47,490365,4416170,1642.93,0.00674632,0.000206119,0.0305378,0.999511,0.569661,0,0
3515.54,490365,4416170,1642.93,0.00804107,0.00024458,0.0304012,0.999505,0.569661,0,0
3515.66,490365,4416170,1642.93,0.00892709,0.000266047,0.0297877,0.999516,0.575087,0,0
3515.75,490365,4416170,1642.93,0.00940433,0.000272568,0.0289698,0.999536,0.608724,0,0
3515.87,490365,4416170,1642.94,0.0089957,0.000252132,0.0280159,0.999567,0.62717,0,0
3515.95,490364,4416170,1642.94,0.00810996,0.000220667,0.0271984,0.999597,0.668403,0,0
3516.05,490364,4416170,1642.94,0.00729225,0.000195432,0.0267896,0.999614,0.689019,0,0
3516.15,490364,4416170,1642.94,0.00627002,0.000166753,0.0265853,0.999627,0.71072,0,0
3516.26,490364,4416170,1642.94,0.0053159,0.000141377,0.0265855,0.999632,0.678168,0,0
3516.35,490364,4416170,1642.93,0.00463436,0.000123885,0.0267219,0.999632,0.672743,0,0
3516.46,490364,4416170,1642.94,0.0041573,0.000110848,0.0266538,0.999636,0.648872,0,0
3516.54,490364,4416170,1642.94,0.00395285,0.000105397,0.0266538,0.999637,0.641276,0,0
3516.66,490364,4416170,1642.94,0.0038847,0.000103315,0.0265857,0.999639,0.623915,0,0
3516.74,490364,4416170,1642.94,0.00395286,0.000104858,0.0265175,0.999641,0.619575,0,0
3516.86,490364,4416170,1642.94,0.00374841,9.92E-05,0.0264494,0.999643,0.600043,0,0
